Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Delaware,Nursing home/long term care facility,,99,,0,0,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Delaware,Other,,62,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,09/01/2020,09/30/2020,By Month,2020,9,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Delaware,Total - All Places of Death,83,907,65,36,0,112,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Delaware,"Healthcare setting, inpatient",50,236,55,32,0,73,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Delaware,"Healthcare setting, outpatient or emergency room",,55,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Delaware,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Delaware,Decedent's home,,344,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Delaware,Hospice facility,,92,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Delaware,Nursing home/long term care facility,25,132,,,0,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Delaware,Other,0,48,0,0,0,0,
01/06/2022,10/01/2020,10/31/2020,By Month,2020,10,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Delaware,Total - All Places of Death,95,854,77,49,0,123,
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Delaware,"Healthcare setting, inpatient",65,226,67,45,0,87,
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Delaware,"Healthcare setting, outpatient or emergency room",,46,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Delaware,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Delaware,Decedent's home,,324,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Delaware,Hospice facility,,87,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Delaware,Nursing home/long term care facility,19,119,,,0,20,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Delaware,Other,0,49,0,0,0,0,
01/06/2022,11/01/2020,11/30/2020,By Month,2020,11,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Delaware,Total - All Places of Death,285,1234,172,120,,338,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Delaware,"Healthcare setting, inpatient",168,361,140,104,,205,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Delaware,"Healthcare setting, outpatient or emergency room",15,73,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Delaware,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Delaware,Decedent's home,17,431,,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Delaware,Hospice facility,10,117,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Delaware,Nursing home/long term care facility,72,191,,,0,75,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Delaware,Other,,60,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,12/01/2020,12/31/2020,By Month,2020,12,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Delaware,Total - All Places of Death,325,1220,203,163,,365,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Delaware,"Healthcare setting, inpatient",217,371,176,151,,242,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Delaware,"Healthcare setting, outpatient or emergency room",,64,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Delaware,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Delaware,Decedent's home,33,453,10,,0,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Delaware,Hospice facility,,119,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Delaware,Nursing home/long term care facility,60,159,,,0,66,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Delaware,Other,,54,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,01/01/2021,01/31/2021,By Month,2021,1,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Delaware,Total - All Places of Death,147,909,107,74,0,180,
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Delaware,"Healthcare setting, inpatient",88,244,85,63,0,110,
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Delaware,"Healthcare setting, outpatient or emergency room",,42,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Delaware,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Delaware,Decedent's home,22,373,,,0,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Delaware,Hospice facility,21,109,,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Delaware,Nursing home/long term care facility,14,92,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Delaware,Other,0,48,0,0,0,0,
01/06/2022,02/01/2021,02/28/2021,By Month,2021,2,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Delaware,Total - All Places of Death,69,921,71,33,0,107,
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Delaware,"Healthcare setting, inpatient",47,233,57,31,0,73,
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Delaware,"Healthcare setting, outpatient or emergency room",,49,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Delaware,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Delaware,Decedent's home,,372,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Delaware,Hospice facility,,114,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Delaware,Nursing home/long term care facility,,84,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Delaware,Other,,69,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,03/01/2021,03/31/2021,By Month,2021,3,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Delaware,Total - All Places of Death,71,853,64,34,0,101,
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Delaware,"Healthcare setting, inpatient",45,226,53,33,0,65,
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Delaware,"Healthcare setting, outpatient or emergency room",0,44,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Delaware,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Delaware,Decedent's home,12,334,,0,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Delaware,Hospice facility,,103,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Delaware,Nursing home/long term care facility,11,103,,,0,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Delaware,Other,0,41,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,04/01/2021,04/30/2021,By Month,2021,4,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Delaware,Total - All Places of Death,41,884,48,19,0,70,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Delaware,"Healthcare setting, inpatient",22,203,37,15,0,44,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Delaware,"Healthcare setting, outpatient or emergency room",,58,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Delaware,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Delaware,Decedent's home,,363,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Delaware,Hospice facility,,114,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Delaware,Nursing home/long term care facility,,93,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Delaware,Other,0,53,0,0,0,0,
01/06/2022,05/01/2021,05/31/2021,By Month,2021,5,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Delaware,Total - All Places of Death,25,795,53,13,0,65,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Delaware,"Healthcare setting, inpatient",15,211,41,12,0,44,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Delaware,"Healthcare setting, outpatient or emergency room",,44,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Delaware,"Healthcare setting, dead on arrival",0,0,0,0,0,0,
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Delaware,Decedent's home,,310,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Delaware,Hospice facility,,110,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Delaware,Nursing home/long term care facility,,73,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Delaware,Other,0,47,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/06/2022,06/01/2021,06/30/2021,By Month,2021,6,Delaware,Place of death unknown,0,0,0,0,0,0,
01/06/2022,07/01/2021,07/31/2021,By Month,2021,7,Delaware,Total - All Places of Death,17,787,40,,0,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
