Data As Of,Start Date,End Date,Group,Year,Month,State,Place of Death,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Colorado,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Colorado,Decedent's home,49,1497,38,12,0,75,
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Colorado,Hospice facility,,288,18,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Colorado,Nursing home/long term care facility,31,687,23,,0,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Colorado,Other,13,280,,,0,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,08/01/2021,08/31/2021,By Month,2021,8,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,Colorado,Total - All Places of Death,530,4152,480,333,0,677,
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,Colorado,"Healthcare setting, inpatient",394,1237,370,282,0,482,
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,Colorado,"Healthcare setting, outpatient or emergency room",13,185,10,,0,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,Colorado,"Healthcare setting, dead on arrival",,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,Colorado,Decedent's home,67,1474,47,26,0,88,
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,Colorado,Hospice facility,,242,15,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,Colorado,Nursing home/long term care facility,31,702,27,,0,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,Colorado,Other,16,308,10,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,09/01/2021,09/30/2021,By Month,2021,9,Colorado,Place of death unknown,0,0,0,0,0,0,
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,Colorado,Total - All Places of Death,826,4589,642,497,,971,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,Colorado,"Healthcare setting, inpatient",557,1456,485,405,,637,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,Colorado,"Healthcare setting, outpatient or emergency room",28,186,11,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,Colorado,"Healthcare setting, dead on arrival",,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,Colorado,Decedent's home,137,1574,70,47,0,160,
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,Colorado,Hospice facility,14,265,22,10,0,26,
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,Colorado,Nursing home/long term care facility,72,790,41,17,0,96,
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,Colorado,Other,17,310,12,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,10/01/2021,10/31/2021,By Month,2021,10,Colorado,Place of death unknown,0,0,0,0,0,0,
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,Colorado,Total - All Places of Death,1193,4974,905,714,,1385,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,Colorado,"Healthcare setting, inpatient",835,1685,710,603,0,942,
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,Colorado,"Healthcare setting, outpatient or emergency room",36,203,19,12,0,43,
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,Colorado,Decedent's home,212,1693,92,63,0,241,
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,Colorado,Hospice facility,16,290,16,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,Colorado,Nursing home/long term care facility,61,791,53,19,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,Colorado,Other,33,308,15,,0,39,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,11/01/2021,11/30/2021,By Month,2021,11,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2021,12/31/2021,By Month,2021,12,Colorado,Total - All Places of Death,1088,4999,845,682,,1256,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2021,12/31/2021,By Month,2021,12,Colorado,"Healthcare setting, inpatient",779,1706,653,561,,874,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2021,12/31/2021,By Month,2021,12,Colorado,"Healthcare setting, outpatient or emergency room",30,182,17,11,,37,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2021,12/31/2021,By Month,2021,12,Colorado,"Healthcare setting, dead on arrival",,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2021,12/31/2021,By Month,2021,12,Colorado,Decedent's home,169,1731,97,65,,202,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2021,12/31/2021,By Month,2021,12,Colorado,Hospice facility,27,285,26,17,0,36,
09/21/2022,12/01/2021,12/31/2021,By Month,2021,12,Colorado,Nursing home/long term care facility,60,792,38,22,0,76,
09/21/2022,12/01/2021,12/31/2021,By Month,2021,12,Colorado,Other,22,300,14,,0,30,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,12/01/2021,12/31/2021,By Month,2021,12,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2022,01/31/2022,By Month,2022,1,Colorado,Total - All Places of Death,1083,5202,761,546,18,1316,
09/21/2022,01/01/2022,01/31/2022,By Month,2022,1,Colorado,"Healthcare setting, inpatient",631,1568,541,426,10,756,
09/21/2022,01/01/2022,01/31/2022,By Month,2022,1,Colorado,"Healthcare setting, outpatient or emergency room",30,207,14,,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2022,01/31/2022,By Month,2022,1,Colorado,"Healthcare setting, dead on arrival",,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2022,01/31/2022,By Month,2022,1,Colorado,Decedent's home,232,1881,106,60,,280,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2022,01/31/2022,By Month,2022,1,Colorado,Hospice facility,40,265,37,19,,59,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2022,01/31/2022,By Month,2022,1,Colorado,Nursing home/long term care facility,112,961,44,22,,136,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2022,01/31/2022,By Month,2022,1,Colorado,Other,37,315,18,,,48,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,01/01/2022,01/31/2022,By Month,2022,1,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2022,02/28/2022,By Month,2022,2,Colorado,Total - All Places of Death,634,3951,492,337,,793,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2022,02/28/2022,By Month,2022,2,Colorado,"Healthcare setting, inpatient",362,1152,347,252,,458,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2022,02/28/2022,By Month,2022,2,Colorado,"Healthcare setting, outpatient or emergency room",14,152,,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2022,02/28/2022,By Month,2022,2,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2022,02/28/2022,By Month,2022,2,Colorado,Decedent's home,125,1391,60,39,,146,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2022,02/28/2022,By Month,2022,2,Colorado,Hospice facility,33,278,30,15,0,48,
09/21/2022,02/01/2022,02/28/2022,By Month,2022,2,Colorado,Nursing home/long term care facility,85,701,38,23,,103,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2022,02/28/2022,By Month,2022,2,Colorado,Other,15,273,,,0,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,02/01/2022,02/28/2022,By Month,2022,2,Colorado,Place of death unknown,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2022,03/31/2022,By Month,2022,3,Colorado,Total - All Places of Death,238,3921,261,98,,406,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2022,03/31/2022,By Month,2022,3,Colorado,"Healthcare setting, inpatient",106,1000,147,61,,196,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2022,03/31/2022,By Month,2022,3,Colorado,"Healthcare setting, outpatient or emergency room",,135,,,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2022,03/31/2022,By Month,2022,3,Colorado,"Healthcare setting, dead on arrival",,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2022,03/31/2022,By Month,2022,3,Colorado,Decedent's home,66,1426,51,18,0,99,
09/21/2022,03/01/2022,03/31/2022,By Month,2022,3,Colorado,Hospice facility,14,296,13,,0,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2022,03/31/2022,By Month,2022,3,Colorado,Nursing home/long term care facility,41,777,31,12,0,60,
09/21/2022,03/01/2022,03/31/2022,By Month,2022,3,Colorado,Other,,284,,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,03/01/2022,03/31/2022,By Month,2022,3,Colorado,Place of death unknown,0,0,0,0,0,0,
09/21/2022,04/01/2022,04/30/2022,By Month,2022,4,Colorado,Total - All Places of Death,88,3639,193,27,12,265,
09/21/2022,04/01/2022,04/30/2022,By Month,2022,4,Colorado,"Healthcare setting, inpatient",26,800,106,14,,125,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2022,04/30/2022,By Month,2022,4,Colorado,"Healthcare setting, outpatient or emergency room",,149,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2022,04/30/2022,By Month,2022,4,Colorado,"Healthcare setting, dead on arrival",0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2022,04/30/2022,By Month,2022,4,Colorado,Decedent's home,30,1412,46,,,70,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2022,04/30/2022,By Month,2022,4,Colorado,Hospice facility,,284,13,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
09/21/2022,04/01/2022,04/30/2022,By Month,2022,4,Colorado,Nursing home/long term care facility,17,744,20,,0,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
