Data As Of,Start Date,End Date,Group,State,Place of Death,COVID-19 Deaths
10/19/2022,01/01/2020,12/31/2020,By Year,Wyoming,Decedent's home,51
10/19/2022,01/01/2020,12/31/2020,By Year,Wyoming,Hospice facility,15
10/19/2022,01/01/2020,12/31/2020,By Year,Wyoming,Nursing home/long term care facility,150
10/19/2022,01/01/2020,12/31/2020,By Year,Wyoming,Other,
10/19/2022,01/01/2020,12/31/2020,By Year,Wyoming,Place of death unknown,0
10/19/2022,01/01/2021,12/31/2021,By Year,Wyoming,Total - All Places of Death,963
10/19/2022,01/01/2021,12/31/2021,By Year,Wyoming,"Healthcare setting, inpatient",584
10/19/2022,01/01/2021,12/31/2021,By Year,Wyoming,"Healthcare setting, outpatient or emergency room",51
10/19/2022,01/01/2021,12/31/2021,By Year,Wyoming,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2021,12/31/2021,By Year,Wyoming,Decedent's home,155
10/19/2022,01/01/2021,12/31/2021,By Year,Wyoming,Hospice facility,37
10/19/2022,01/01/2021,12/31/2021,By Year,Wyoming,Nursing home/long term care facility,122
10/19/2022,01/01/2021,12/31/2021,By Year,Wyoming,Other,14
10/19/2022,01/01/2021,12/31/2021,By Year,Wyoming,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,Total - All Places of Death,286
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,"Healthcare setting, inpatient",139
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,"Healthcare setting, outpatient or emergency room",13
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,Decedent's home,55
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,Hospice facility,13
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,Nursing home/long term care facility,59
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,Other,
10/19/2022,01/01/2022,10/15/2022,By Year,Wyoming,Place of death unknown,0
10/19/2022,01/01/2020,12/31/2020,By Year,Puerto Rico,Total - All Places of Death,1629
10/19/2022,01/01/2020,12/31/2020,By Year,Puerto Rico,"Healthcare setting, inpatient",1420
10/19/2022,01/01/2020,12/31/2020,By Year,Puerto Rico,"Healthcare setting, outpatient or emergency room",79
10/19/2022,01/01/2020,12/31/2020,By Year,Puerto Rico,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2020,12/31/2020,By Year,Puerto Rico,Decedent's home,71
10/19/2022,01/01/2020,12/31/2020,By Year,Puerto Rico,Hospice facility,0
10/19/2022,01/01/2020,12/31/2020,By Year,Puerto Rico,Nursing home/long term care facility,37
10/19/2022,01/01/2020,12/31/2020,By Year,Puerto Rico,Other,15
10/19/2022,01/01/2020,12/31/2020,By Year,Puerto Rico,Place of death unknown,0
10/19/2022,01/01/2021,12/31/2021,By Year,Puerto Rico,Total - All Places of Death,1645
10/19/2022,01/01/2021,12/31/2021,By Year,Puerto Rico,"Healthcare setting, inpatient",1443
10/19/2022,01/01/2021,12/31/2021,By Year,Puerto Rico,"Healthcare setting, outpatient or emergency room",65
10/19/2022,01/01/2021,12/31/2021,By Year,Puerto Rico,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2021,12/31/2021,By Year,Puerto Rico,Decedent's home,87
10/19/2022,01/01/2021,12/31/2021,By Year,Puerto Rico,Hospice facility,0
10/19/2022,01/01/2021,12/31/2021,By Year,Puerto Rico,Nursing home/long term care facility,26
10/19/2022,01/01/2021,12/31/2021,By Year,Puerto Rico,Other,20
10/19/2022,01/01/2021,12/31/2021,By Year,Puerto Rico,Place of death unknown,0
10/19/2022,01/01/2022,10/15/2022,By Year,Puerto Rico,Total - All Places of Death,1974
10/19/2022,01/01/2022,10/15/2022,By Year,Puerto Rico,"Healthcare setting, inpatient",1629
10/19/2022,01/01/2022,10/15/2022,By Year,Puerto Rico,"Healthcare setting, outpatient or emergency room",77
10/19/2022,01/01/2022,10/15/2022,By Year,Puerto Rico,"Healthcare setting, dead on arrival",
10/19/2022,01/01/2022,10/15/2022,By Year,Puerto Rico,Decedent's home,177
10/19/2022,01/01/2022,10/15/2022,By Year,Puerto Rico,Hospice facility,0
10/19/2022,01/01/2022,10/15/2022,By Year,Puerto Rico,Nursing home/long term care facility,71
10/19/2022,01/01/2022,10/15/2022,By Year,Puerto Rico,Other,13
10/19/2022,01/01/2022,10/15/2022,By Year,Puerto Rico,Place of death unknown,
10/19/2022,01/01/2020,01/31/2020,By Month,United States,Total - All Places of Death,6
10/19/2022,01/01/2020,01/31/2020,By Month,United States,"Healthcare setting, inpatient",4
10/19/2022,01/01/2020,01/31/2020,By Month,United States,"Healthcare setting, outpatient or emergency room",0
10/19/2022,01/01/2020,01/31/2020,By Month,United States,"Healthcare setting, dead on arrival",0
10/19/2022,01/01/2020,01/31/2020,By Month,United States,Decedent's home,2
10/19/2022,01/01/2020,01/31/2020,By Month,United States,Hospice facility,0
10/19/2022,01/01/2020,01/31/2020,By Month,United States,Nursing home/long term care facility,0
10/19/2022,01/01/2020,01/31/2020,By Month,United States,Other,0
10/19/2022,01/01/2020,01/31/2020,By Month,United States,Place of death unknown,0
10/19/2022,02/01/2020,02/29/2020,By Month,United States,Total - All Places of Death,25
10/19/2022,02/01/2020,02/29/2020,By Month,United States,"Healthcare setting, inpatient",13
10/19/2022,02/01/2020,02/29/2020,By Month,United States,"Healthcare setting, outpatient or emergency room",0
10/19/2022,02/01/2020,02/29/2020,By Month,United States,"Healthcare setting, dead on arrival",0
10/19/2022,02/01/2020,02/29/2020,By Month,United States,Decedent's home,6
10/19/2022,02/01/2020,02/29/2020,By Month,United States,Hospice facility,1
10/19/2022,02/01/2020,02/29/2020,By Month,United States,Nursing home/long term care facility,4
10/19/2022,02/01/2020,02/29/2020,By Month,United States,Other,1
10/19/2022,02/01/2020,02/29/2020,By Month,United States,Place of death unknown,0
10/19/2022,03/01/2020,03/31/2020,By Month,United States,Total - All Places of Death,7175
10/19/2022,03/01/2020,03/31/2020,By Month,United States,"Healthcare setting, inpatient",5500
10/19/2022,03/01/2020,03/31/2020,By Month,United States,"Healthcare setting, outpatient or emergency room",527
10/19/2022,03/01/2020,03/31/2020,By Month,United States,"Healthcare setting, dead on arrival",13
10/19/2022,03/01/2020,03/31/2020,By Month,United States,Decedent's home,602
10/19/2022,03/01/2020,03/31/2020,By Month,United States,Hospice facility,43
10/19/2022,03/01/2020,03/31/2020,By Month,United States,Nursing home/long term care facility,421
10/19/2022,03/01/2020,03/31/2020,By Month,United States,Other,69
10/19/2022,03/01/2020,03/31/2020,By Month,United States,Place of death unknown,0
10/19/2022,04/01/2020,04/30/2020,By Month,United States,Total - All Places of Death,65553
10/19/2022,04/01/2020,04/30/2020,By Month,United States,"Healthcare setting, inpatient",42501
10/19/2022,04/01/2020,04/30/2020,By Month,United States,"Healthcare setting, outpatient or emergency room",2653
10/19/2022,04/01/2020,04/30/2020,By Month,United States,"Healthcare setting, dead on arrival",71
10/19/2022,04/01/2020,04/30/2020,By Month,United States,Decedent's home,3650
10/19/2022,04/01/2020,04/30/2020,By Month,United States,Hospice facility,1083
10/19/2022,04/01/2020,04/30/2020,By Month,United States,Nursing home/long term care facility,14720
10/19/2022,04/01/2020,04/30/2020,By Month,United States,Other,854
10/19/2022,04/01/2020,04/30/2020,By Month,United States,Place of death unknown,21
10/19/2022,05/01/2020,05/31/2020,By Month,United States,Total - All Places of Death,38330
10/19/2022,05/01/2020,05/31/2020,By Month,United States,"Healthcare setting, inpatient",22405
10/19/2022,05/01/2020,05/31/2020,By Month,United States,"Healthcare setting, outpatient or emergency room",973
10/19/2022,05/01/2020,05/31/2020,By Month,United States,"Healthcare setting, dead on arrival",34
10/19/2022,05/01/2020,05/31/2020,By Month,United States,Decedent's home,1495
10/19/2022,05/01/2020,05/31/2020,By Month,United States,Hospice facility,1297
10/19/2022,05/01/2020,05/31/2020,By Month,United States,Nursing home/long term care facility,11423
10/19/2022,05/01/2020,05/31/2020,By Month,United States,Other,687
10/19/2022,05/01/2020,05/31/2020,By Month,United States,Place of death unknown,16
10/19/2022,06/01/2020,06/30/2020,By Month,United States,Total - All Places of Death,18026
10/19/2022,06/01/2020,06/30/2020,By Month,United States,"Healthcare setting, inpatient",11022
10/19/2022,06/01/2020,06/30/2020,By Month,United States,"Healthcare setting, outpatient or emergency room",593
10/19/2022,06/01/2020,06/30/2020,By Month,United States,"Healthcare setting, dead on arrival",25
10/19/2022,06/01/2020,06/30/2020,By Month,United States,Decedent's home,964
10/19/2022,06/01/2020,06/30/2020,By Month,United States,Hospice facility,696
10/19/2022,06/01/2020,06/30/2020,By Month,United States,Nursing home/long term care facility,4335
10/19/2022,06/01/2020,06/30/2020,By Month,United States,Other,385
10/19/2022,06/01/2020,06/30/2020,By Month,United States,Place of death unknown,6
10/19/2022,07/01/2020,07/31/2020,By Month,United States,Total - All Places of Death,31135
10/19/2022,07/01/2020,07/31/2020,By Month,United States,"Healthcare setting, inpatient",21325
10/19/2022,07/01/2020,07/31/2020,By Month,United States,"Healthcare setting, outpatient or emergency room",1249
10/19/2022,07/01/2020,07/31/2020,By Month,United States,"Healthcare setting, dead on arrival",35
10/19/2022,07/01/2020,07/31/2020,By Month,United States,Decedent's home,2224
10/19/2022,07/01/2020,07/31/2020,By Month,United States,Hospice facility,1089
10/19/2022,07/01/2020,07/31/2020,By Month,United States,Nursing home/long term care facility,4497
10/19/2022,07/01/2020,07/31/2020,By Month,United States,Other,710
10/19/2022,07/01/2020,07/31/2020,By Month,United States,Place of death unknown,6
10/19/2022,08/01/2020,08/31/2020,By Month,United States,Total - All Places of Death,29913
10/19/2022,08/01/2020,08/31/2020,By Month,United States,"Healthcare setting, inpatient",20489
10/19/2022,08/01/2020,08/31/2020,By Month,United States,"Healthcare setting, outpatient or emergency room",904
10/19/2022,08/01/2020,08/31/2020,By Month,United States,"Healthcare setting, dead on arrival",13
10/19/2022,08/01/2020,08/31/2020,By Month,United States,Decedent's home,1615
10/19/2022,08/01/2020,08/31/2020,By Month,United States,Hospice facility,1256
10/19/2022,08/01/2020,08/31/2020,By Month,United States,Nursing home/long term care facility,5012
10/19/2022,08/01/2020,08/31/2020,By Month,United States,Other,622
10/19/2022,08/01/2020,08/31/2020,By Month,United States,Place of death unknown,2
10/19/2022,09/01/2020,09/30/2020,By Month,United States,Total - All Places of Death,19158
10/19/2022,09/01/2020,09/30/2020,By Month,United States,"Healthcare setting, inpatient",12669
10/19/2022,09/01/2020,09/30/2020,By Month,United States,"Healthcare setting, outpatient or emergency room",510
10/19/2022,09/01/2020,09/30/2020,By Month,United States,"Healthcare setting, dead on arrival",16
10/19/2022,09/01/2020,09/30/2020,By Month,United States,Decedent's home,1113
10/19/2022,09/01/2020,09/30/2020,By Month,United States,Hospice facility,735
10/19/2022,09/01/2020,09/30/2020,By Month,United States,Nursing home/long term care facility,3756
10/19/2022,09/01/2020,09/30/2020,By Month,United States,Other,353
10/19/2022,09/01/2020,09/30/2020,By Month,United States,Place of death unknown,6
10/19/2022,10/01/2020,10/31/2020,By Month,United States,Total - All Places of Death,24930
10/19/2022,10/01/2020,10/31/2020,By Month,United States,"Healthcare setting, inpatient",15494
10/19/2022,10/01/2020,10/31/2020,By Month,United States,"Healthcare setting, outpatient or emergency room",767
10/19/2022,10/01/2020,10/31/2020,By Month,United States,"Healthcare setting, dead on arrival",17
10/19/2022,10/01/2020,10/31/2020,By Month,United States,Decedent's home,1683
10/19/2022,10/01/2020,10/31/2020,By Month,United States,Hospice facility,733
10/19/2022,10/01/2020,10/31/2020,By Month,United States,Nursing home/long term care facility,5692
10/19/2022,10/01/2020,10/31/2020,By Month,United States,Other,538
10/19/2022,10/01/2020,10/31/2020,By Month,United States,Place of death unknown,6
10/19/2022,11/01/2020,11/30/2020,By Month,United States,Total - All Places of Death,53250
10/19/2022,11/01/2020,11/30/2020,By Month,United States,"Healthcare setting, inpatient",32031
10/19/2022,11/01/2020,11/30/2020,By Month,United States,"Healthcare setting, outpatient or emergency room",1728
10/19/2022,11/01/2020,11/30/2020,By Month,United States,"Healthcare setting, dead on arrival",55
10/19/2022,11/01/2020,11/30/2020,By Month,United States,Decedent's home,3923
10/19/2022,11/01/2020,11/30/2020,By Month,United States,Hospice facility,1345
10/19/2022,11/01/2020,11/30/2020,By Month,United States,Nursing home/long term care facility,13106
10/19/2022,11/01/2020,11/30/2020,By Month,United States,Other,1056
10/19/2022,11/01/2020,11/30/2020,By Month,United States,Place of death unknown,6
10/19/2022,12/01/2020,12/31/2020,By Month,United States,Total - All Places of Death,98175
10/19/2022,12/01/2020,12/31/2020,By Month,United States,"Healthcare setting, inpatient",60977
10/19/2022,12/01/2020,12/31/2020,By Month,United States,"Healthcare setting, outpatient or emergency room",3307
10/19/2022,12/01/2020,12/31/2020,By Month,United States,"Healthcare setting, dead on arrival",67
10/19/2022,12/01/2020,12/31/2020,By Month,United States,Decedent's home,7224
10/19/2022,12/01/2020,12/31/2020,By Month,United States,Hospice facility,2491
10/19/2022,12/01/2020,12/31/2020,By Month,United States,Nursing home/long term care facility,21981
10/19/2022,12/01/2020,12/31/2020,By Month,United States,Other,2112
10/19/2022,12/01/2020,12/31/2020,By Month,United States,Place of death unknown,16
10/19/2022,01/01/2021,01/31/2021,By Month,United States,Total - All Places of Death,105556
10/19/2022,01/01/2021,01/31/2021,By Month,United States,"Healthcare setting, inpatient",70893
10/19/2022,01/01/2021,01/31/2021,By Month,United States,"Healthcare setting, outpatient or emergency room",3184
10/19/2022,01/01/2021,01/31/2021,By Month,United States,"Healthcare setting, dead on arrival",85
10/19/2022,01/01/2021,01/31/2021,By Month,United States,Decedent's home,8514
10/19/2022,01/01/2021,01/31/2021,By Month,United States,Hospice facility,3238
10/19/2022,01/01/2021,01/31/2021,By Month,United States,Nursing home/long term care facility,17218
10/19/2022,01/01/2021,01/31/2021,By Month,United States,Other,2418
10/19/2022,01/01/2021,01/31/2021,By Month,United States,Place of death unknown,6
10/19/2022,02/01/2021,02/28/2021,By Month,United States,Total - All Places of Death,48566
10/19/2022,02/01/2021,02/28/2021,By Month,United States,"Healthcare setting, inpatient",34242
10/19/2022,02/01/2021,02/28/2021,By Month,United States,"Healthcare setting, outpatient or emergency room",1262
10/19/2022,02/01/2021,02/28/2021,By Month,United States,"Healthcare setting, dead on arrival",40
10/19/2022,02/01/2021,02/28/2021,By Month,United States,Decedent's home,4121
10/19/2022,02/01/2021,02/28/2021,By Month,United States,Hospice facility,1860
10/19/2022,02/01/2021,02/28/2021,By Month,United States,Nursing home/long term care facility,6025
10/19/2022,02/01/2021,02/28/2021,By Month,United States,Other,1011
10/19/2022,02/01/2021,02/28/2021,By Month,United States,Place of death unknown,5
10/19/2022,03/01/2021,03/31/2021,By Month,United States,Total - All Places of Death,23265
10/19/2022,03/01/2021,03/31/2021,By Month,United States,"Healthcare setting, inpatient",16475
10/19/2022,03/01/2021,03/31/2021,By Month,United States,"Healthcare setting, outpatient or emergency room",698
10/19/2022,03/01/2021,03/31/2021,By Month,United States,"Healthcare setting, dead on arrival",33
10/19/2022,03/01/2021,03/31/2021,By Month,United States,Decedent's home,2408
10/19/2022,03/01/2021,03/31/2021,By Month,United States,Hospice facility,884
10/19/2022,03/01/2021,03/31/2021,By Month,United States,Nursing home/long term care facility,2315
10/19/2022,03/01/2021,03/31/2021,By Month,United States,Other,451
10/19/2022,03/01/2021,03/31/2021,By Month,United States,Place of death unknown,1
10/19/2022,04/01/2021,04/30/2021,By Month,United States,Total - All Places of Death,18802
10/19/2022,04/01/2021,04/30/2021,By Month,United States,"Healthcare setting, inpatient",13369
10/19/2022,04/01/2021,04/30/2021,By Month,United States,"Healthcare setting, outpatient or emergency room",680
10/19/2022,04/01/2021,04/30/2021,By Month,United States,"Healthcare setting, dead on arrival",28
10/19/2022,04/01/2021,04/30/2021,By Month,United States,Decedent's home,2360
10/19/2022,04/01/2021,04/30/2021,By Month,United States,Hospice facility,642
10/19/2022,04/01/2021,04/30/2021,By Month,United States,Nursing home/long term care facility,1389
10/19/2022,04/01/2021,04/30/2021,By Month,United States,Other,333
10/19/2022,04/01/2021,04/30/2021,By Month,United States,Place of death unknown,1
10/19/2022,05/01/2021,05/31/2021,By Month,United States,Total - All Places of Death,14988
10/19/2022,05/01/2021,05/31/2021,By Month,United States,"Healthcare setting, inpatient",10989
10/19/2022,05/01/2021,05/31/2021,By Month,United States,"Healthcare setting, outpatient or emergency room",459
10/19/2022,05/01/2021,05/31/2021,By Month,United States,"Healthcare setting, dead on arrival",22
10/19/2022,05/01/2021,05/31/2021,By Month,United States,Decedent's home,1659
10/19/2022,05/01/2021,05/31/2021,By Month,United States,Hospice facility,473
10/19/2022,05/01/2021,05/31/2021,By Month,United States,Nursing home/long term care facility,1123
10/19/2022,05/01/2021,05/31/2021,By Month,United States,Other,262
10/19/2022,05/01/2021,05/31/2021,By Month,United States,Place of death unknown,1
10/19/2022,06/01/2021,06/30/2021,By Month,United States,Total - All Places of Death,8020
10/19/2022,06/01/2021,06/30/2021,By Month,United States,"Healthcare setting, inpatient",5625
10/19/2022,06/01/2021,06/30/2021,By Month,United States,"Healthcare setting, outpatient or emergency room",261
10/19/2022,06/01/2021,06/30/2021,By Month,United States,"Healthcare setting, dead on arrival",13
10/19/2022,06/01/2021,06/30/2021,By Month,United States,Decedent's home,931
10/19/2022,06/01/2021,06/30/2021,By Month,United States,Hospice facility,357
